cid,start,content,trip,loctype,group
27,13/1/14 7:25,27,38,Residential,27
27,13/1/14 7:27,Hallowed Grounds,38,Transacted,27
27,13/1/14 7:47,Hallowed Grounds,39,Transacted,27
27,13/1/14 7:54,GASTech,39,Office,27
27,13/1/14 12:37,GASTech,40,Office,27
27,13/1/14 12:40,Katerina Cafe,40,Transacted,27
27,13/1/14 13:54,Katerina Cafe,41,Transacted,27
27,13/1/14 13:57,GASTech,41,Office,27
27,13/1/14 17:13,GASTech,42,Office,27
27,13/1/14 17:17,27,42,Residential,27
27,14/1/14 7:48,27,43,Residential,27
27,14/1/14 7:50,Hallowed Grounds,43,Transacted,27
27,14/1/14 8:14,Hallowed Grounds,44,Transacted,27
27,14/1/14 8:21,GASTech,44,Office,27
27,14/1/14 12:28,GASTech,45,Office,27
27,14/1/14 12:36,Kalami Kafenion,45,Transacted,27
27,14/1/14 13:46,Kalami Kafenion,46,Transacted,27
27,14/1/14 13:54,GASTech,46,Office,27
27,14/1/14 17:11,GASTech,47,Office,27
27,14/1/14 17:15,27,47,Residential,27
27,14/1/14 18:46,27,48,Residential,27
27,14/1/14 18:51,Katerina Cafe,48,Transacted,27
27,14/1/14 20:41,Katerina Cafe,49,Transacted,27
27,14/1/14 20:48,27,49,Residential,27
27,15/1/14 7:36,27,50,Residential,27
27,15/1/14 7:38,Hallowed Grounds,50,Transacted,27
27,15/1/14 8:08,Hallowed Grounds,51,Transacted,27
27,15/1/14 8:15,GASTech,51,Office,27
27,15/1/14 12:15,GASTech,52,Office,27
27,15/1/14 12:23,Abila Zacharo,52,Transacted,27
27,15/1/14 14:04,Abila Zacharo,53,Transacted,27
27,15/1/14 14:12,GASTech,53,Office,27
27,15/1/14 17:32,GASTech,54,Office,27
27,15/1/14 17:36,27,54,Residential,27
27,15/1/14 18:51,27,55,Residential,27
27,15/1/14 18:56,Katerina Cafe,55,Transacted,27
27,15/1/14 19:55,Katerina Cafe,56,Transacted,27
27,15/1/14 20:00,27,56,Residential,27
27,16/1/14 7:04,27,57,Residential,27
27,16/1/14 7:08,Hallowed Grounds,57,Transacted,27
27,16/1/14 7:51,Hallowed Grounds,58,Transacted,27
27,16/1/14 7:58,GASTech,58,Office,27
27,16/1/14 12:20,GASTech,59,Office,27
27,16/1/14 12:28,Kalami Kafenion,59,Transacted,27
27,16/1/14 13:49,Kalami Kafenion,60,Transacted,27
27,16/1/14 13:57,GASTech,60,Office,27
27,16/1/14 17:19,GASTech,61,Office,27
27,16/1/14 17:23,27,61,Residential,27
27,16/1/14 19:10,27,62,Residential,27
27,16/1/14 19:15,Katerina Cafe,62,Transacted,27
27,16/1/14 20:54,Katerina Cafe,63,Transacted,27
27,16/1/14 20:59,27,63,Residential,27
27,17/1/14 7:33,27,64,Residential,27
27,17/1/14 7:35,Hallowed Grounds,64,Transacted,27
27,17/1/14 8:07,Hallowed Grounds,65,Transacted,27
27,17/1/14 8:14,GASTech,65,Office,27
27,17/1/14 12:28,GASTech,66,Office,27
27,17/1/14 12:34,Gelatogalore,66,Transacted,27
27,17/1/14 14:02,Gelatogalore,67,Transacted,27
27,17/1/14 14:08,GASTech,67,Office,27
27,17/1/14 17:12,GASTech,68,Office,27
27,17/1/14 17:16,27,68,Residential,27
27,17/1/14 18:07,27,69,Residential,27
27,17/1/14 18:12,Katerina Cafe,69,Transacted,27
27,17/1/14 19:25,Katerina Cafe,70,Transacted,27
27,17/1/14 19:30,27,70,Residential,27
27,19/1/14 12:57,27,71,Residential,27
27,19/1/14 13:02,Katerina Cafe,71,Transacted,27
27,19/1/14 14:27,Katerina Cafe,73,Transacted,27
27,19/1/14 14:32,27,73,Residential,27
28,6/1/14 7:46,Unknown,1,NA,28
28,6/1/14 7:48,Unknown,1,NA,28
28,6/1/14 8:05,Unknown,2,NA,28
28,6/1/14 8:13,Unknown,2,NA,28
28,6/1/14 17:19,Unknown,3,NA,28
28,6/1/14 17:23,Unknown,3,NA,28
28,6/1/14 18:28,Unknown,4,NA,28
28,6/1/14 18:34,Unknown,4,NA,28
28,6/1/14 19:54,Unknown,6,NA,28
28,6/1/14 20:01,Unknown,6,NA,28
28,7/1/14 7:36,Unknown,7,NA,28
28,7/1/14 7:38,Unknown,7,NA,28
28,7/1/14 7:53,Unknown,8,NA,28
28,7/1/14 8:01,Unknown,8,NA,28
28,7/1/14 17:25,Unknown,9,NA,28
28,7/1/14 17:29,Unknown,9,NA,28
28,7/1/14 19:07,Unknown,10,NA,28
28,7/1/14 19:13,Unknown,10,NA,28
28,7/1/14 20:16,Unknown,11,NA,28
28,7/1/14 20:20,Unknown,11,NA,28
28,8/1/14 7:45,Unknown,12,NA,28
28,8/1/14 7:47,Unknown,12,NA,28
28,8/1/14 8:04,Unknown,13,NA,28
28,8/1/14 8:12,Unknown,13,NA,28
28,8/1/14 17:26,Unknown,14,NA,28
28,8/1/14 17:30,Unknown,14,NA,28
28,8/1/14 18:29,Unknown,15,NA,28
28,8/1/14 18:33,Unknown,15,NA,28
28,8/1/14 20:16,Unknown,16,NA,28
28,8/1/14 20:20,Unknown,16,NA,28
28,9/1/14 7:10,Unknown,17,NA,28
28,9/1/14 7:12,Unknown,17,NA,28
28,9/1/14 7:57,Unknown,18,NA,28
28,9/1/14 8:05,Unknown,18,NA,28
28,9/1/14 12:02,Unknown,19,NA,28
28,9/1/14 12:10,Unknown,19,NA,28
28,9/1/14 13:50,Unknown,20,NA,28
28,9/1/14 13:58,Unknown,20,NA,28
28,9/1/14 17:06,Unknown,21,NA,28
28,9/1/14 17:10,Unknown,21,NA,28
28,9/1/14 18:13,Unknown,22,NA,28
28,9/1/14 18:19,Unknown,22,NA,28
28,9/1/14 19:48,Unknown,23,NA,28
28,9/1/14 19:53,Unknown,23,NA,28
28,10/1/14 7:13,Unknown,24,NA,28
28,10/1/14 7:15,Unknown,24,NA,28
28,10/1/14 7:48,Unknown,25,NA,28
28,10/1/14 7:56,Unknown,25,NA,28
28,10/1/14 17:10,Unknown,26,NA,28
28,10/1/14 17:14,Unknown,26,NA,28
28,10/1/14 19:01,Unknown,27,NA,28
28,10/1/14 19:07,Unknown,27,NA,28
28,10/1/14 22:21,Unknown,28,NA,28
28,10/1/14 22:27,Unknown,28,NA,28
28,11/1/14 18:20,Unknown,29,NA,28
28,11/1/14 18:25,Unknown,29,NA,28
28,11/1/14 20:07,Unknown,30,NA,28
28,11/1/14 20:12,Unknown,30,NA,28
28,12/1/14 18:34,Unknown,31,NA,28
28,12/1/14 18:39,Unknown,31,NA,28
28,12/1/14 19:51,Unknown,32,NA,28
28,12/1/14 20:01,Unknown,32,NA,28
28,12/1/14 23:21,Unknown,33,NA,28
28,12/1/14 23:26,Unknown,33,NA,28
28,13/1/14 7:24,Unknown,35,NA,28
28,13/1/14 7:26,Unknown,35,NA,28
28,13/1/14 7:50,Unknown,36,NA,28
28,13/1/14 7:58,Unknown,36,NA,28
28,13/1/14 17:11,Unknown,37,NA,28
28,13/1/14 17:15,Unknown,37,NA,28
28,14/1/14 7:21,Unknown,38,NA,28
28,14/1/14 7:23,Unknown,38,NA,28
28,14/1/14 8:01,Unknown,39,NA,28
28,14/1/14 8:09,Unknown,39,NA,28
28,14/1/14 12:02,Unknown,40,NA,28
28,14/1/14 12:05,Unknown,40,NA,28
28,14/1/14 13:43,Unknown,41,NA,28
28,14/1/14 13:46,Unknown,41,NA,28
28,14/1/14 17:04,Unknown,42,NA,28
28,14/1/14 17:11,Unknown,42,NA,28
28,14/1/14 19:12,Unknown,43,NA,28
28,14/1/14 19:16,Unknown,43,NA,28
28,14/1/14 20:48,Unknown,44,NA,28
28,14/1/14 20:53,Unknown,44,NA,28
28,15/1/14 7:40,Unknown,45,NA,28
28,15/1/14 7:42,Unknown,45,NA,28
28,15/1/14 7:59,Unknown,46,NA,28
28,15/1/14 8:07,Unknown,46,NA,28
28,15/1/14 17:04,Unknown,47,NA,28
28,15/1/14 17:08,Unknown,47,NA,28
28,15/1/14 18:13,Unknown,48,NA,28
28,15/1/14 18:17,Unknown,48,NA,28
28,15/1/14 19:22,Unknown,49,NA,28
28,15/1/14 19:26,Unknown,49,NA,28
28,16/1/14 7:39,Unknown,50,NA,28
28,16/1/14 7:41,Unknown,50,NA,28
28,16/1/14 7:58,Unknown,51,NA,28
28,16/1/14 8:06,Unknown,51,NA,28
28,16/1/14 17:19,Unknown,52,NA,28
28,16/1/14 17:23,Unknown,52,NA,28
28,16/1/14 19:04,Unknown,53,NA,28
28,16/1/14 19:08,Unknown,53,NA,28
28,16/1/14 21:19,Unknown,54,NA,28
28,16/1/14 21:23,Unknown,54,NA,28
28,17/1/14 7:33,Unknown,56,NA,28
28,17/1/14 7:35,Unknown,56,NA,28
28,17/1/14 7:59,Unknown,57,NA,28
28,17/1/14 8:07,Unknown,57,NA,28
28,17/1/14 11:59,Unknown,58,NA,28
28,17/1/14 12:08,Unknown,58,NA,28
28,17/1/14 13:43,Unknown,59,NA,28
28,17/1/14 13:52,Unknown,59,NA,28
28,17/1/14 17:12,Unknown,60,NA,28
28,17/1/14 17:16,Unknown,60,NA,28
28,17/1/14 18:23,Unknown,61,NA,28
28,17/1/14 18:27,Unknown,61,NA,28
28,17/1/14 20:08,Unknown,63,NA,28
28,17/1/14 20:12,Unknown,63,NA,28
28,18/1/14 10:02,Unknown,64,NA,28
28,18/1/14 10:10,Unknown,64,NA,28
28,18/1/14 13:22,Unknown,65,NA,28
28,18/1/14 13:31,Unknown,65,NA,28
28,18/1/14 18:42,Unknown,66,NA,28
28,18/1/14 18:46,Unknown,66,NA,28
28,18/1/14 20:07,Unknown,67,NA,28
28,18/1/14 20:18,Unknown,67,NA,28
28,18/1/14 23:57,Unknown,68,NA,28
28,19/1/14 0:02,Unknown,68,NA,28
28,19/1/14 12:39,Unknown,70,NA,28
28,19/1/14 12:42,Unknown,70,NA,28
28,19/1/14 15:25,Unknown,71,NA,28
28,19/1/14 15:32,Unknown,71,NA,28
28,19/1/14 18:21,Unknown,72,NA,28
28,19/1/14 18:27,Unknown,72,NA,28
28,19/1/14 20:05,Unknown,73,NA,28
28,19/1/14 20:11,Unknown,73,NA,28
29,6/1/14 7:21,6/25/29,1,Residential,29
29,6/1/14 7:24,Coffee Cameleon,1,Transacted,29
29,6/1/14 7:56,Coffee Cameleon,2,Transacted,29
29,6/1/14 8:01,GASTech,2,Office,29
29,6/1/14 12:38,GASTech,3,Office,29
29,6/1/14 12:40,Ouzeri Elian,3,Transacted,29
29,6/1/14 13:51,Ouzeri Elian,4,Transacted,29
29,6/1/14 13:53,GASTech,4,Office,29
29,6/1/14 17:22,GASTech,5,Office,29
29,6/1/14 17:27,6/25/29,5,Residential,29
29,6/1/14 19:21,6/25/29,6,Residential,29
29,6/1/14 19:23,Katerina Cafe,6,Transacted,29
29,6/1/14 20:35,Katerina Cafe,7,Transacted,29
29,6/1/14 20:37,6/25/29,7,Residential,29
29,7/1/14 7:30,6/25/29,8,Residential,29
29,7/1/14 7:33,Coffee Cameleon,8,Transacted,29
29,7/1/14 7:51,Coffee Cameleon,9,Transacted,29
29,7/1/14 7:57,GASTech,9,Office,29
29,7/1/14 12:30,GASTech,10,Office,29
29,7/1/14 12:36,Gelatogalore,10,Transacted,29
29,7/1/14 14:02,Gelatogalore,11,Transacted,29
29,7/1/14 14:08,GASTech,11,Office,29
29,7/1/14 17:19,GASTech,12,Office,29
29,7/1/14 17:24,6/25/29,12,Residential,29
29,7/1/14 18:47,6/25/29,13,Residential,29
29,7/1/14 18:49,Katerina Cafe,13,Transacted,29
29,7/1/14 20:41,Katerina Cafe,14,Transacted,29
29,7/1/14 20:43,6/25/29,14,Residential,29
29,8/1/14 7:36,6/25/29,15,Residential,29
29,8/1/14 7:39,Coffee Cameleon,15,Transacted,29
29,8/1/14 7:56,Coffee Cameleon,16,Transacted,29
29,8/1/14 8:01,GASTech,16,Office,29
29,8/1/14 12:21,GASTech,17,Office,29
29,8/1/14 12:30,Kalami Kafenion,17,Transacted,29
29,8/1/14 13:31,Kalami Kafenion,18,Transacted,29
29,8/1/14 13:40,GASTech,18,Office,29
29,8/1/14 17:25,GASTech,19,Office,29
29,8/1/14 17:30,6/25/29,19,Residential,29
29,8/1/14 19:06,6/25/29,20,Residential,29
29,8/1/14 19:10,Katerina Cafe,20,Transacted,29
29,8/1/14 20:46,Katerina Cafe,21,Transacted,29
29,8/1/14 20:53,6/25/29,21,Residential,29
29,9/1/14 7:03,6/25/29,22,Residential,29
29,9/1/14 7:06,Coffee Cameleon,22,Transacted,29
29,9/1/14 7:48,Coffee Cameleon,23,Transacted,29
29,9/1/14 7:54,GASTech,23,Office,29
29,9/1/14 12:43,GASTech,24,Office,29
29,9/1/14 12:46,Guy Gyros,24,Transacted,29
29,9/1/14 14:16,Guy Gyros,25,Transacted,29
29,9/1/14 14:20,GASTech,25,Office,29
29,9/1/14 17:15,GASTech,26,Office,29
29,9/1/14 17:20,6/25/29,26,Residential,29
29,9/1/14 18:26,6/25/29,27,Residential,29
29,9/1/14 18:32,Katerina Cafe,27,Transacted,29
29,9/1/14 19:35,Katerina Cafe,28,Transacted,29
29,9/1/14 19:37,6/25/29,28,Residential,29
29,10/1/14 7:03,6/25/29,29,Residential,29
29,10/1/14 7:06,Coffee Cameleon,29,Transacted,29
29,10/1/14 7:48,Coffee Cameleon,30,Transacted,29
29,10/1/14 7:53,GASTech,30,Office,29
29,10/1/14 12:40,GASTech,31,Office,29
29,10/1/14 12:47,Gelatogalore,31,Transacted,29
29,10/1/14 14:01,Gelatogalore,32,Transacted,29
29,10/1/14 14:07,GASTech,32,Office,29
29,10/1/14 17:12,GASTech,33,Office,29
29,10/1/14 17:16,6/25/29,33,Residential,29
29,10/1/14 18:18,6/25/29,34,Residential,29
29,10/1/14 18:20,Katerina Cafe,34,Transacted,29
29,10/1/14 20:05,Katerina Cafe,35,Transacted,29
29,10/1/14 20:07,6/25/29,35,Residential,29
29,11/1/14 18:36,6/25/29,36,Residential,29
29,11/1/14 18:42,Frydos Autosupply,36,Transacted,29
29,11/1/14 20:24,Frydos Autosupply,37,Transacted,29
29,11/1/14 20:29,6/25/29,37,Residential,29
29,11/1/14 22:11,6/25/29,38,Residential,29
29,11/1/14 22:12,Guy Gyros,38,Transacted,29
29,11/1/14 22:21,Guy Gyros,39,Transacted,29
29,11/1/14 22:27,Ouzeri Elian,39,Transacted,29
29,11/1/14 22:34,Ouzeri Elian,40,Transacted,29
29,11/1/14 22:40,Kalami Kafenion,40,Transacted,29
29,11/1/14 22:55,Kalami Kafenion,41,Transacted,29
29,11/1/14 22:58,Hippokampos,41,Transacted,29
29,11/1/14 23:21,Hippokampos,42,Transacted,29
29,11/1/14 23:25,U Pump,42,Transacted,29
29,11/1/14 23:55,U Pump,43,Transacted,29
29,12/1/14 0:00,6/25/29,43,Residential,29
29,12/1/14 12:51,6/25/29,44,Residential,29
29,12/1/14 12:53,Katerina Cafe,44,Transacted,29
29,12/1/14 13:26,Katerina Cafe,45,Transacted,29
29,12/1/14 13:35,Shoppers Delight,45,Transacted,29
29,12/1/14 16:11,Shoppers Delight,46,Transacted,29
29,12/1/14 16:22,6/25/29,46,Residential,29
29,12/1/14 18:43,6/25/29,47,Residential,29
29,12/1/14 18:45,Katerina Cafe,47,Transacted,29
29,12/1/14 20:14,Katerina Cafe,48,Transacted,29
29,12/1/14 20:16,6/25/29,48,Residential,29
29,13/1/14 7:05,6/25/29,49,Residential,29
29,13/1/14 7:08,Coffee Cameleon,49,Transacted,29
29,13/1/14 7:41,Coffee Cameleon,50,Transacted,29
29,13/1/14 7:46,GASTech,50,Office,29
29,13/1/14 12:42,GASTech,51,Office,29
29,13/1/14 12:45,Katerina Cafe,51,Transacted,29
29,13/1/14 13:55,Katerina Cafe,53,Transacted,29
29,13/1/14 13:58,GASTech,53,Office,29
29,13/1/14 17:13,GASTech,54,Office,29
29,13/1/14 17:17,6/25/29,54,Residential,29
29,13/1/14 18:39,6/25/29,55,Residential,29
29,13/1/14 18:41,Katerina Cafe,55,Transacted,29
29,13/1/14 19:55,Katerina Cafe,56,Transacted,29
29,13/1/14 19:57,6/25/29,56,Residential,29
29,14/1/14 7:15,6/25/29,57,Residential,29
29,14/1/14 7:18,Coffee Cameleon,57,Transacted,29
29,14/1/14 7:37,Coffee Cameleon,58,Transacted,29
29,14/1/14 7:43,GASTech,58,Office,29
29,14/1/14 12:32,GASTech,59,Office,29
29,14/1/14 12:35,Katerina Cafe,59,Transacted,29
29,14/1/14 13:46,Katerina Cafe,60,Transacted,29
29,14/1/14 13:49,GASTech,60,Office,29
29,14/1/14 17:36,GASTech,61,Office,29
29,14/1/14 17:41,6/25/29,61,Residential,29
29,14/1/14 18:50,6/25/29,62,Residential,29
29,14/1/14 18:54,Katerina Cafe,62,Transacted,29
29,14/1/14 20:24,Katerina Cafe,63,Transacted,29
29,14/1/14 20:26,6/25/29,63,Residential,29
29,15/1/14 7:31,6/25/29,64,Residential,29
29,15/1/14 7:34,Coffee Cameleon,64,Transacted,29
29,15/1/14 7:54,Coffee Cameleon,65,Transacted,29
29,15/1/14 8:00,GASTech,65,Office,29
29,15/1/14 12:41,GASTech,66,Office,29
29,15/1/14 12:50,Abila Zacharo,66,Transacted,29
29,15/1/14 14:00,Abila Zacharo,68,Transacted,29
29,15/1/14 14:08,GASTech,68,Office,29
29,15/1/14 17:37,GASTech,69,Office,29
29,15/1/14 17:42,6/25/29,69,Residential,29
29,15/1/14 19:10,6/25/29,70,Residential,29
29,15/1/14 19:17,Katerina Cafe,70,Transacted,29
29,15/1/14 21:24,Katerina Cafe,71,Transacted,29
29,15/1/14 21:25,6/25/29,71,Residential,29
29,16/1/14 7:15,6/25/29,73,Residential,29
29,16/1/14 7:18,Coffee Cameleon,73,Transacted,29
29,16/1/14 7:39,Coffee Cameleon,74,Transacted,29
29,16/1/14 7:45,GASTech,74,Office,29
29,16/1/14 12:25,GASTech,75,Office,29
29,16/1/14 12:33,Abila Zacharo,75,Transacted,29
29,16/1/14 13:30,Abila Zacharo,76,Transacted,29
29,16/1/14 13:38,GASTech,76,Office,29
29,16/1/14 17:39,GASTech,77,Office,29
29,16/1/14 17:44,6/25/29,77,Residential,29
29,16/1/14 18:46,6/25/29,78,Residential,29
29,16/1/14 18:48,Katerina Cafe,78,Transacted,29
29,16/1/14 19:52,Katerina Cafe,79,Transacted,29
29,16/1/14 19:54,6/25/29,79,Residential,29
29,17/1/14 7:25,6/25/29,80,Residential,29
29,17/1/14 7:28,Coffee Cameleon,80,Transacted,29
29,17/1/14 7:42,Coffee Cameleon,81,Transacted,29
29,17/1/14 7:47,GASTech,81,Office,29
29,17/1/14 12:32,GASTech,82,Office,29
29,17/1/14 12:35,Katerina Cafe,82,Transacted,29
29,17/1/14 13:43,Katerina Cafe,83,Transacted,29
29,17/1/14 13:46,GASTech,83,Office,29
29,17/1/14 17:27,GASTech,84,Office,29
29,17/1/14 17:31,6/25/29,84,Residential,29
29,18/1/14 12:51,6/25/29,85,Residential,29
29,18/1/14 12:57,Ouzeri Elian,85,Transacted,29
29,18/1/14 13:35,Ouzeri Elian,86,Transacted,29
29,18/1/14 13:40,General Grocer,86,Transacted,29
29,18/1/14 15:39,General Grocer,87,Transacted,29
29,18/1/14 15:47,6/25/29,87,Residential,29
29,18/1/14 18:43,6/25/29,88,Residential,29
29,18/1/14 18:45,Katerina Cafe,88,Transacted,29
29,18/1/14 19:59,Katerina Cafe,89,Transacted,29
29,18/1/14 20:01,6/25/29,89,Residential,29
30,6/1/14 7:44,22/23/30,1,Residential,30
30,6/1/14 7:46,Brew Served,1,Transacted,30
30,6/1/14 8:14,Brew Served,2,Transacted,30
30,6/1/14 8:19,GASTech,2,Office,30
30,6/1/14 12:27,GASTech,3,Office,30
30,6/1/14 12:30,Katerina Cafe,3,Transacted,30
30,6/1/14 14:23,Katerina Cafe,4,Transacted,30
30,6/1/14 14:26,GASTech,4,Office,30
30,6/1/14 17:22,GASTech,6,Office,30
30,6/1/14 17:26,22/23/30,6,Residential,30
30,6/1/14 19:22,22/23/30,7,Residential,30
30,6/1/14 19:22,Guy Gyros,7,Transacted,30
30,6/1/14 20:12,Guy Gyros,8,Transacted,30
30,6/1/14 20:13,22/23/30,8,Residential,30
30,7/1/14 7:37,22/23/30,9,Residential,30
30,7/1/14 7:39,Brew Served,9,Transacted,30
30,7/1/14 8:24,Brew Served,10,Transacted,30
30,7/1/14 8:29,GASTech,10,Office,30
30,7/1/14 12:41,GASTech,11,Office,30
30,7/1/14 12:43,Ouzeri Elian,11,Transacted,30
30,7/1/14 14:12,Ouzeri Elian,13,Transacted,30
30,7/1/14 14:14,GASTech,13,Office,30
30,7/1/14 17:20,GASTech,14,Office,30
30,7/1/14 17:24,22/23/30,14,Residential,30
30,7/1/14 18:37,22/23/30,15,Residential,30
30,7/1/14 18:38,Frydos Autosupply,15,Transacted,30
30,7/1/14 20:21,Frydos Autosupply,17,Transacted,30
30,7/1/14 20:22,22/23/30,17,Residential,30
30,8/1/14 7:45,22/23/30,18,Residential,30
30,8/1/14 7:47,Brew Served,18,Transacted,30
30,8/1/14 8:11,Brew Served,19,Transacted,30
30,8/1/14 8:16,GASTech,19,Office,30
30,8/1/14 17:41,GASTech,20,Office,30
30,8/1/14 17:45,22/23/30,20,Residential,30
30,8/1/14 19:23,22/23/30,21,Residential,30
30,8/1/14 19:23,Guy Gyros,21,Transacted,30
30,8/1/14 20:59,Guy Gyros,22,Transacted,30
30,8/1/14 21:02,22/23/30,22,Residential,30
30,9/1/14 7:46,22/23/30,23,Residential,30
30,9/1/14 7:48,Brew Served,23,Transacted,30
30,9/1/14 8:02,Brew Served,24,Transacted,30
30,9/1/14 8:07,GASTech,24,Office,30
30,9/1/14 12:33,GASTech,25,Office,30
30,9/1/14 12:36,Guy Gyros,25,Transacted,30
30,9/1/14 13:59,Guy Gyros,26,Transacted,30
30,9/1/14 14:02,GASTech,26,Office,30
30,9/1/14 17:34,GASTech,27,Office,30
30,9/1/14 17:38,22/23/30,27,Residential,30
30,9/1/14 19:15,22/23/30,28,Residential,30
30,9/1/14 19:16,Frydos Autosupply,28,Transacted,30
30,9/1/14 20:21,Frydos Autosupply,29,Transacted,30
30,9/1/14 20:22,22/23/30,29,Residential,30
30,10/1/14 7:38,22/23/30,30,Residential,30
30,10/1/14 7:40,Brew Served,30,Transacted,30
30,10/1/14 8:10,Brew Served,31,Transacted,30
30,10/1/14 8:15,GASTech,31,Office,30
30,10/1/14 12:17,GASTech,32,Office,30
30,10/1/14 12:26,Hippokampos,32,Transacted,30
30,10/1/14 14:08,Hippokampos,33,Transacted,30
30,10/1/14 14:17,GASTech,33,Office,30
30,10/1/14 17:29,GASTech,35,Office,30
30,10/1/14 17:33,22/23/30,35,Residential,30
30,10/1/14 19:08,22/23/30,36,Residential,30
30,10/1/14 19:08,Guy Gyros,36,Transacted,30
30,10/1/14 20:12,Guy Gyros,37,Transacted,30
30,10/1/14 20:12,22/23/30,37,Residential,30
30,11/1/14 12:52,22/23/30,38,Residential,30
30,11/1/14 13:02,Abila Zacharo,38,Transacted,30
30,11/1/14 14:28,Abila Zacharo,39,Transacted,30
30,11/1/14 14:37,22/23/30,39,Residential,30
30,11/1/14 18:52,22/23/30,41,Residential,30
30,11/1/14 18:53,Frydos Autosupply,41,Transacted,30
30,11/1/14 20:29,Frydos Autosupply,42,Transacted,30
30,11/1/14 20:30,22/23/30,42,Residential,30
30,12/1/14 11:32,22/23/30,43,Residential,30
30,12/1/14 11:32,Guy Gyros,43,Transacted,30
30,12/1/14 13:35,Guy Gyros,45,Transacted,30
30,12/1/14 13:42,Ahaggo Museum,45,Transacted,30
30,12/1/14 18:58,Ahaggo Museum,46,Transacted,30
30,12/1/14 19:05,22/23/30,46,Residential,30
30,13/1/14 7:48,22/23/30,48,Residential,30
30,13/1/14 7:50,Brew Served,48,Transacted,30
30,13/1/14 8:23,Brew Served,49,Transacted,30
30,13/1/14 8:28,GASTech,49,Office,30
30,13/1/14 12:27,GASTech,50,Office,30
30,13/1/14 12:31,Guy Gyros,50,Transacted,30
30,13/1/14 14:14,Guy Gyros,51,Transacted,30
30,13/1/14 14:17,GASTech,51,Office,30
30,13/1/14 17:39,GASTech,52,Office,30
30,13/1/14 17:43,22/23/30,52,Residential,30
30,13/1/14 19:05,22/23/30,53,Residential,30
30,13/1/14 19:12,Shoppers Delight,53,Transacted,30
30,13/1/14 20:52,Shoppers Delight,54,Transacted,30
30,13/1/14 21:01,22/23/30,54,Residential,30
30,14/1/14 7:36,22/23/30,55,Residential,30
30,14/1/14 7:38,Brew Served,55,Transacted,30
30,14/1/14 8:24,Brew Served,56,Transacted,30
30,14/1/14 8:29,GASTech,56,Office,30
30,14/1/14 12:23,GASTech,57,Office,30
30,14/1/14 12:32,Hippokampos,57,Transacted,30
30,14/1/14 14:00,Hippokampos,58,Transacted,30
30,14/1/14 14:09,GASTech,58,Office,30
30,14/1/14 17:30,GASTech,59,Office,30
30,14/1/14 17:34,22/23/30,59,Residential,30
30,14/1/14 19:02,22/23/30,60,Residential,30
30,14/1/14 19:06,Frydos Autosupply,60,Transacted,30
30,14/1/14 20:53,Frydos Autosupply,61,Transacted,30
30,14/1/14 20:54,22/23/30,61,Residential,30
30,15/1/14 7:46,22/23/30,62,Residential,30
30,15/1/14 7:48,Brew Served,62,Transacted,30
30,15/1/14 8:20,Brew Served,63,Transacted,30
30,15/1/14 8:25,GASTech,63,Office,30
30,15/1/14 12:19,GASTech,64,Office,30
30,15/1/14 12:27,Kalami Kafenion,64,Transacted,30
30,15/1/14 14:24,Kalami Kafenion,65,Transacted,30
30,15/1/14 14:32,GASTech,65,Office,30
30,15/1/14 17:17,GASTech,66,Office,30
30,15/1/14 17:21,22/23/30,66,Residential,30
30,16/1/14 7:35,22/23/30,67,Residential,30
30,16/1/14 7:37,Brew Served,67,Transacted,30
30,16/1/14 8:07,Brew Served,68,Transacted,30
30,16/1/14 8:12,GASTech,68,Office,30
30,16/1/14 12:14,GASTech,69,Office,30
30,16/1/14 12:22,Abila Zacharo,69,Transacted,30
30,16/1/14 14:00,Abila Zacharo,70,Transacted,30
30,16/1/14 14:08,GASTech,70,Office,30
30,16/1/14 17:25,GASTech,71,Office,30
30,16/1/14 17:29,22/23/30,71,Residential,30
30,16/1/14 18:49,22/23/30,72,Residential,30
30,16/1/14 18:49,Guy Gyros,72,Transacted,30
30,16/1/14 20:15,Guy Gyros,73,Transacted,30
30,16/1/14 20:15,22/23/30,73,Residential,30
30,17/1/14 7:40,22/23/30,74,Residential,30
30,17/1/14 7:42,Brew Served,74,Transacted,30
30,17/1/14 8:23,Brew Served,75,Transacted,30
30,17/1/14 8:28,GASTech,75,Office,30
30,17/1/14 12:34,GASTech,76,Office,30
30,17/1/14 12:37,Guy Gyros,76,Transacted,30
30,17/1/14 13:58,Guy Gyros,77,Transacted,30
30,17/1/14 14:01,GASTech,77,Office,30
30,17/1/14 17:39,GASTech,78,Office,30
30,17/1/14 17:43,22/23/30,78,Residential,30
30,17/1/14 19:16,22/23/30,79,Residential,30
30,17/1/14 19:16,Guy Gyros,79,Transacted,30
30,17/1/14 19:49,Guy Gyros,80,Transacted,30
30,17/1/14 19:49,22/23/30,80,Residential,30
30,18/1/14 12:54,22/23/30,81,Residential,30
30,18/1/14 13:04,Kalami Kafenion,81,Transacted,30
30,18/1/14 14:18,Kalami Kafenion,82,Transacted,30
30,18/1/14 14:28,22/23/30,82,Residential,30
30,18/1/14 18:43,22/23/30,84,Residential,30
30,18/1/14 18:52,General Grocer,84,Transacted,30
30,18/1/14 20:14,General Grocer,86,Transacted,30
30,18/1/14 20:23,22/23/30,86,Residential,30
30,19/1/14 13:10,22/23/30,88,Residential,30
